,Temperature_C,Rainfall_mm,WindSpeed_m_s,SolarRadiation_MJ_m2,Humidity_percent
2024-03-18,27.95,0.76,1.08,6.5772,61.75
2024-03-19,28.32,0.13,0.98,6.9451,58.42
2024-03-20,28.36,0.6,0.95,6.5052,61.19
2024-03-21,28.75,0.36,0.9,6.8851,58.19
2024-03-22,29.1,0.69,0.87,7.2518,56.73
2024-03-23,27.26,3.32,0.87,6.211,68.41
2024-03-24,26.69,2.62,1.02,5.7278,68.07
2024-03-25,27.45,0.58,1.1,6.2633,65.01
2024-03-26,27.71,1.0,1.01,5.9498,65.06
2024-03-27,27.73,1.78,1.05,5.616,65.3
2024-03-28,27.8,0.46,0.91,5.7756,61.62
2024-03-29,27.26,0.48,0.84,5.7382,62.1
2024-03-30,26.5,1.59,0.95,5.1576,68.24
2024-03-31,26.37,5.16,1.11,5.4084,65.57
2024-04-01,25.27,10.13,0.89,5.5646,75.97
2024-04-02,25.16,18.56,0.81,5.3681,77.21
2024-04-03,25.05,2.78,1.04,5.4655,71.7
2024-04-04,24.19,9.79,0.68,4.3255,81.35
2024-04-05,24.65,15.65,0.75,5.4874,78.58
2024-04-06,25.61,0.4,0.86,5.2202,72.03
2024-04-07,25.58,0.34,0.7,6.3569,74.87
2024-04-08,24.82,40.38,0.69,5.9311,83.75
2024-04-09,24.88,0.42,0.68,4.9922,78.68
2024-04-10,26.1,0.05,0.59,6.451,70.79
2024-04-11,25.43,1.44,0.75,5.789,75.29
2024-04-12,26.27,0.64,0.8,5.875,71.4
2024-04-13,26.01,2.13,0.93,5.7876,76.8
2024-04-14,24.95,7.97,1.14,5.681,79.89
2024-04-15,25.02,3.95,1.32,5.4631,76.64
2024-04-16,25.38,0.27,1.06,6.3307,71.78
2024-04-17,25.48,0.81,1.17,6.6617,75.29
2024-04-18,26.01,3.05,1.35,6.4565,71.22
2024-04-19,25.71,0.51,1.4,5.8848,67.25
2024-04-20,26.86,11.59,1.05,5.7456,66.64
2024-04-21,24.19,5.95,1.07,3.6881,78.59
2024-04-22,24.9,1.24,0.78,5.9376,78.2
2024-04-23,26.49,2.3,0.95,5.1742,71.5
2024-04-24,26.41,4.47,0.94,5.1571,72.67
2024-04-25,25.25,11.57,1.04,4.0771,79.81
2024-04-26,23.01,11.53,0.82,3.6274,85.66
2024-04-27,25.34,3.8,0.77,4.9901,74.34
2024-04-28,22.6,20.48,0.97,3.648,84.86
2024-04-29,25.43,10.02,0.6,5.2699,72.58
2024-04-30,25.3,15.77,0.52,4.9584,77.33
2024-05-01,25.12,8.98,0.63,5.0366,77.41
2024-05-02,25.83,4.62,0.66,4.9824,76.13
2024-05-03,25.62,3.86,0.64,4.866,80.37
2024-05-04,26.08,6.33,0.49,3.4675,77.23
2024-05-05,25.15,17.8,0.58,4.5398,79.8
2024-05-06,23.81,10.59,0.81,4.1527,84.15
2024-05-07,24.44,3.28,1.03,4.242,79.31
2024-05-08,24.62,0.92,1.01,4.7981,74.97
2024-05-09,24.9,0.77,1.22,5.3928,73.87
2024-05-10,25.13,0.52,1.06,4.4762,69.85
2024-05-11,24.97,0.45,0.93,6.4298,70.91
2024-05-12,24.59,0.03,0.79,6.5575,66.29
2024-05-13,25.48,0.04,0.85,6.696,64.44
2024-05-14,25.92,0.82,0.95,5.9369,68.61
2024-05-15,26.24,0.36,0.9,5.4679,67.13
2024-05-16,26.06,0.3,0.77,5.713,66.83
2024-05-17,25.69,0.65,0.69,5.4228,66.69
2024-05-18,26.33,2.94,0.69,6.1836,63.0
2024-05-19,26.72,0.58,0.94,5.9491,66.16
2024-05-20,26.72,1.57,0.74,5.4725,65.76
2024-05-21,26.15,0.73,1.02,5.1041,66.02
2024-05-22,26.47,0.85,1.23,5.539,64.25
2024-05-23,24.91,1.92,1.14,5.1451,67.75
2024-05-24,25.56,0.79,1.04,5.5166,66.45
2024-05-25,26.11,0.31,0.96,4.4455,64.65
2024-05-26,25.9,0.14,0.97,5.2385,65.7
2024-05-27,26.08,0.04,0.92,5.5596,61.35
2024-05-28,25.78,0.02,0.98,5.5116,59.91
2024-05-29,25.3,0.04,0.91,5.4082,58.18
2024-05-30,25.23,0.05,0.89,5.737,56.75
2024-05-31,25.61,0.03,0.96,5.8908,55.88
2024-06-01,25.76,0.02,0.92,5.7326,58.91
2024-06-02,26.41,0.14,0.9,4.5902,62.97
2024-06-03,26.33,0.08,0.78,4.5348,57.89
2024-06-04,26.51,0.11,0.99,4.6872,58.79
2024-06-05,26.85,0.08,1.14,5.1125,59.19
2024-06-06,26.17,0.13,1.13,4.4971,60.63
2024-06-07,25.95,0.09,1.04,5.0974,60.54
2024-06-08,25.94,0.16,1.2,3.744,59.44
2024-06-09,25.49,0.17,1.27,3.3024,57.35
2024-06-10,25.72,0.09,1.29,4.6099,54.14
2024-06-11,25.18,0.07,1.36,5.0273,53.15
2024-06-12,24.69,0.03,1.22,5.2186,53.3
2024-06-13,24.09,0.01,0.93,6.3674,53.07
2024-06-14,24.66,0.01,1.03,6.0204,50.62
2024-06-15,24.27,0.11,0.98,4.667,53.02
2024-06-16,24.64,0.1,0.98,5.6258,51.1
2024-06-17,24.95,0.15,0.98,5.6542,54.71
2024-06-18,25.56,0.04,1.23,5.5104,52.87
2024-06-19,25.39,0.28,1.41,5.4998,61.27
2024-06-20,25.17,0.93,1.56,3.9917,59.87
2024-06-21,24.76,0.21,1.6,5.6851,60.7
2024-06-22,24.78,0.1,1.47,5.5123,56.57
2024-06-23,24.44,0.11,1.33,5.7034,56.11
2024-06-24,24.3,0.04,1.46,4.2569,52.83
2024-06-25,23.71,0.03,1.41,5.659,51.31
2024-06-26,24.26,0.05,1.32,5.6806,51.65
2024-06-27,24.78,0.19,1.6,3.5546,58.03
2024-06-28,24.66,0.07,1.67,5.4041,55.65
2024-06-29,25.27,0.07,1.41,4.5521,53.68
2024-06-30,24.75,0.08,1.4,4.295,58.04
2024-07-01,25.23,0.04,1.4,5.9714,56.12
2024-07-02,25.57,0.02,1.35,5.8968,52.81
2024-07-03,25.68,0.06,1.23,5.3273,53.21
2024-07-04,25.47,0.15,1.46,5.237,55.95
2024-07-05,25.18,0.07,1.36,4.7923,51.75
2024-07-06,25.39,0.58,1.37,3.6989,56.8
2024-07-07,25.56,2.18,1.09,3.4078,64.29
2024-07-08,24.03,1.43,0.85,4.3682,68.23
2024-07-09,24.41,0.46,1.32,4.1496,56.72
2024-07-10,24.36,0.12,1.39,4.2312,56.05
2024-07-11,24.62,0.07,1.58,4.9457,54.12
2024-07-12,24.36,0.58,1.73,5.6714,57.62
2024-07-13,24.45,0.35,1.92,3.9413,55.34
2024-07-14,25.08,0.22,1.81,3.479,51.77
2024-07-15,25.54,0.08,1.73,4.7578,53.71
2024-07-16,24.83,0.76,1.78,2.2718,62.53
2024-07-17,23.08,1.93,1.74,1.8742,67.39
2024-07-18,23.31,0.94,1.73,2.2589,63.72
2024-07-19,24.44,0.2,1.71,3.3262,61.64
2024-07-20,25.09,0.08,1.65,3.3881,57.05
2024-07-21,24.19,0.19,1.44,4.5842,62.8
2024-07-22,24.24,0.13,1.93,3.5551,60.44
2024-07-23,24.45,0.02,1.64,5.9467,48.15
2024-07-24,25.51,0.15,1.54,3.4649,59.54
2024-07-25,25.28,0.71,1.53,3.5897,62.9
2024-07-26,25.36,0.82,1.61,3.1505,59.3
2024-07-27,24.08,1.22,1.63,3.0197,56.28
2024-07-28,25.09,0.28,1.3,3.5926,54.61
2024-07-29,23.81,0.97,1.28,3.9756,59.2
2024-07-30,24.71,0.51,1.61,2.6916,59.76
2024-07-31,24.62,0.07,1.77,3.4027,53.07
2024-08-01,24.26,0.06,1.84,4.7422,52.13
2024-08-02,24.5,0.13,1.88,3.6134,54.1
2024-08-03,24.84,0.04,2.1,2.9892,54.83
2024-08-04,24.97,0.23,1.95,4.4717,55.17
2024-08-05,25.07,0.26,1.83,5.6494,53.14
2024-08-06,25.2,0.3,1.77,5.641,50.21
2024-08-07,25.56,0.55,2.07,4.5106,51.49
2024-08-08,24.82,5.85,2.25,2.6141,64.64
2024-08-09,23.99,0.98,2.01,2.2231,62.93
2024-08-10,24.88,0.13,2.16,3.9598,55.46
2024-08-11,25.02,0.2,2.38,3.4781,59.24
2024-08-12,25.28,0.47,2.18,3.5578,55.84
2024-08-13,25.24,0.3,2.05,4.1395,50.41
2024-08-14,26.12,0.13,2.14,4.3226,57.07
2024-08-15,25.72,0.12,2.14,2.9719,57.81
2024-08-16,25.5,0.09,2.22,3.7471,56.51
2024-08-17,25.82,0.04,2.28,5.3131,48.28
2024-08-18,25.25,0.06,2.55,3.5424,53.13
2024-08-19,25.35,0.23,2.36,4.597,53.75
2024-08-20,25.18,0.54,2.08,3.1987,54.0
2024-08-21,24.47,1.26,2.63,2.8138,55.9
2024-08-22,24.48,0.94,2.27,3.1704,54.3
2024-08-23,24.93,0.4,2.42,3.1104,52.53
2024-08-24,24.6,1.2,2.23,3.8609,53.29
2024-08-25,24.92,0.27,2.35,3.4097,51.84
2024-08-26,25.99,0.2,2.32,5.0849,50.39
2024-08-27,26.72,1.31,2.68,4.4513,58.32
2024-08-28,26.53,1.06,2.59,5.6664,60.07
2024-08-29,26.42,0.6,2.35,6.9974,53.98
2024-08-30,26.2,0.37,2.58,6.6814,50.38
2024-08-31,25.96,1.08,3.18,6.1937,54.02
2024-09-01,25.94,1.34,3.06,4.231,54.25
2024-09-02,25.41,0.85,2.74,3.6403,53.5
2024-09-03,26.1,0.59,2.64,3.6838,52.6
2024-09-04,25.83,0.66,2.67,3.5304,52.56
2024-09-05,25.98,0.54,2.72,4.8929,54.15
2024-09-06,25.94,0.7,2.58,3.9017,54.33
2024-09-07,26.65,0.2,2.65,6.4764,51.58
2024-09-08,26.89,0.22,2.73,6.2009,48.37
2024-09-09,27.42,0.12,2.6,6.8599,48.5
2024-09-10,27.2,0.07,2.49,6.8717,47.61
2024-09-11,26.34,0.03,2.38,7.2492,46.77
2024-09-12,26.48,0.07,2.64,6.2347,48.87
2024-09-13,26.87,0.06,2.66,7.0454,47.85
2024-09-14,26.19,0.08,2.62,7.6157,46.74
2024-09-15,26.18,0.05,2.72,7.135,46.37
2024-09-16,26.03,0.05,2.38,5.5534,45.71
2024-09-17,27.01,0.2,2.44,5.9455,51.03
2024-09-18,27.33,0.16,2.38,5.8826,49.58
2024-09-19,27.23,0.12,1.97,6.2885,45.14
2024-09-20,27.21,0.13,2.01,6.6574,47.67
2024-09-21,27.05,0.1,1.94,6.1958,51.18
2024-09-22,27.32,0.18,2.31,5.8308,50.78
2024-09-23,27.0,0.05,2.48,5.1715,45.72
2024-09-24,26.75,0.05,2.35,6.1994,47.73
2024-09-25,26.96,0.04,2.43,5.5834,46.55
2024-09-26,27.07,0.08,2.27,6.4615,50.6
2024-09-27,27.43,0.16,2.0,5.9263,52.66
2024-09-28,27.19,0.82,1.85,6.1661,48.44
2024-09-29,26.7,0.1,1.76,6.0346,45.52
2024-09-30,26.98,0.32,1.54,5.903,51.45
2024-10-01,28.0,0.04,1.61,6.2273,49.84
2024-10-02,27.33,0.27,2.01,5.4322,54.37
2024-10-03,27.27,0.15,2.24,5.3422,52.27
2024-10-04,28.0,0.03,2.27,6.5376,44.85
2024-10-05,27.68,0.06,2.46,4.8624,48.81
2024-10-06,27.42,0.06,2.29,4.9838,49.76
2024-10-07,27.49,0.04,2.0,4.1189,47.58
2024-10-08,27.04,0.16,1.59,5.9081,47.05
2024-10-09,27.84,0.63,1.82,6.379,49.73
2024-10-10,27.32,0.3,2.07,6.4298,47.42
2024-10-11,27.35,0.22,2.1,6.8957,45.18
2024-10-12,27.23,0.78,2.4,7.0382,52.16
2024-10-13,27.01,0.25,2.12,6.3012,48.24
2024-10-14,27.54,0.02,1.66,6.5609,48.77
2024-10-15,28.41,0.04,1.53,5.8601,44.21
2024-10-16,27.78,0.09,0.77,4.8492,47.77
2024-10-17,28.39,0.14,1.34,6.1147,43.76
2024-10-18,28.45,1.6,1.33,5.2738,49.43
2024-10-19,27.97,1.58,1.28,3.6084,53.73
2024-10-20,28.08,0.13,1.23,5.2262,48.43
2024-10-21,28.23,0.2,1.43,5.9906,51.14
2024-10-22,28.15,0.03,1.75,6.5851,46.95
2024-10-23,27.82,0.18,1.59,7.0495,48.67
2024-10-24,28.32,0.19,1.36,6.3005,49.23
2024-10-25,27.94,0.07,1.44,6.5503,47.35
2024-10-26,29.42,0.05,1.3,5.9664,48.97
2024-10-27,29.27,0.26,1.22,6.0658,50.13
2024-10-28,29.28,0.09,1.01,5.9362,43.04
2024-10-29,28.29,0.01,1.05,7.2271,44.16
2024-10-30,28.1,0.01,1.02,7.5535,42.91
2024-10-31,28.21,0.02,1.12,7.2302,42.41
2024-11-01,28.17,0.55,1.36,5.9465,50.1
2024-11-02,28.01,0.75,1.25,5.5838,51.19
2024-11-03,28.75,0.68,1.23,6.3005,50.35
2024-11-04,28.81,0.4,1.1,6.0725,47.02
2024-11-05,27.44,4.71,1.03,4.9824,57.27
2024-11-06,25.14,7.63,0.87,4.8053,73.31
2024-11-07,25.18,12.96,0.92,4.7671,75.09
2024-11-08,25.86,3.65,0.88,5.7149,69.07
2024-11-09,26.6,1.24,0.97,5.6726,60.93
2024-11-10,26.05,7.0,0.88,4.9922,67.14
2024-11-11,24.66,25.73,0.75,3.3811,80.25
2024-11-12,24.91,21.85,0.69,6.475,79.66
2024-11-13,24.77,11.48,0.66,4.3519,80.66
2024-11-14,25.38,1.77,0.68,5.4842,74.03
2024-11-15,24.62,8.65,0.96,3.3185,79.83
2024-11-16,23.78,19.22,0.88,3.5393,85.35
2024-11-17,25.41,2.05,0.63,5.8529,72.43
2024-11-18,25.95,0.35,0.59,6.367,68.93
2024-11-19,25.61,1.33,0.67,5.4605,73.74
2024-11-20,25.21,4.64,0.64,5.0112,77.6
2024-11-21,24.73,6.95,0.71,4.3814,80.36
2024-11-22,25.42,2.3,0.6,5.4919,75.56
2024-11-23,25.14,7.52,0.62,5.531,77.78
2024-11-24,24.86,6.75,0.65,4.979,80.36
2024-11-25,23.54,8.23,0.6,4.2338,87.65
2024-11-26,25.14,5.91,0.57,5.9594,77.67
2024-11-27,24.79,8.78,0.69,4.3812,81.27
2024-11-28,25.09,20.69,0.41,5.4187,80.68
2024-11-29,24.87,3.49,0.48,5.7919,80.22
2024-11-30,25.16,1.07,0.54,5.4091,74.39
2024-12-01,25.97,0.17,0.56,5.2956,65.32
2024-12-02,25.29,0.06,0.56,6.1279,66.82
2024-12-03,25.05,0.02,0.48,6.6372,64.28
2024-12-04,24.99,0.01,0.6,6.8736,60.95
2024-12-05,25.7,0.01,0.56,6.4231,60.24
2024-12-06,25.91,0.07,0.53,6.4356,61.86
2024-12-07,26.01,0.06,0.52,7.0356,57.37
2024-12-08,26.61,0.05,0.49,6.7392,57.72
2024-12-09,25.17,1.83,0.56,5.1895,70.4
2024-12-10,25.5,1.66,0.53,5.5188,71.02
2024-12-11,25.55,2.21,0.51,5.9323,70.88
2024-12-12,26.14,0.35,0.48,5.7648,64.93
2024-12-13,26.4,0.02,0.42,6.283,61.65
2024-12-14,26.84,0.02,0.49,6.4469,59.01
2024-12-15,26.83,0.02,0.52,5.5817,60.31
2024-12-16,26.41,0.03,0.56,5.2447,59.7
2024-12-17,25.62,0.86,0.56,5.46,65.23
2024-12-18,25.85,0.36,0.48,5.8382,64.21
2024-12-19,25.28,5.4,0.63,4.8871,69.48
2024-12-20,25.57,3.04,0.53,5.3717,69.99
2024-12-21,25.13,4.95,0.59,4.597,74.15
2024-12-22,25.49,1.74,0.64,4.9121,71.41
2024-12-23,25.67,1.34,0.55,5.5488,69.19
2024-12-24,25.71,0.62,0.55,4.613,68.09
2024-12-25,25.82,0.67,0.63,5.3302,65.69
2024-12-26,25.75,0.67,0.57,5.8934,64.61
2024-12-27,25.9,0.07,0.54,5.8723,62.99
2024-12-28,25.64,0.0,0.5,6.661,58.82
2024-12-29,26.1,0.0,0.61,6.8323,53.36
2024-12-30,27.12,0.01,0.6,6.1313,52.26
2024-12-31,26.72,0.01,0.58,5.9902,57.39
